0,1,2,3,4,5,6,7,8,9
0.0016128371710625344,-0.0722374366159085,-0.09522500357390085,-0.02233622930347878,0.022614929065744707,-0.15291300566544513,-0.28195128608662123,-0.14358299020778936,-0.4862763159100492,-0.5018411641445216
0.6926609191941732,-0.28908124097284926,-0.09501989292911087,0.33776854296304254,-0.634363106092132,-0.24944308827616868,-0.1824506814442044,-0.515009811735294,0.016153418491208982,0.27721280227945955
0.027164916958340467,-0.18866904465688308,-0.2584108839912149,-0.4375015777561244,0.0353332668537732,-0.15493780837442284,-0.1686830093550048,0.17690814351712372,-0.2553371152953385,-0.36182255927365536
0.7182129989814511,-0.40551284901382384,-0.2582057733464249,-0.07739680548960311,-0.6216447683041034,-0.2514678909851464,-0.06918240471258795,-0.19451867801038092,0.24709261910591973,0.41723140715032575
0.09634611820771675,-0.301862629836463,-0.4873931218577418,-0.3104618360447119,0.1407491673502728,-0.13577291136517328,-0.14517503121633735,0.06054568560852591,0.11448153573175252,-0.48510184925859023
0.8509019820546564,-0.5322553419324565,-0.2555522596126479,0.2698372553925571,-0.3725269564716845,0.31448197409244544,0.37391781408301183,0.23657970243409715,0.1867260628478991,0.0061125883982218665
-0.6254080655565852,0.1398553427242714,-0.2634545446328616,-0.2845634663142924,-0.3596203240702932,-0.25879421449431433,0.1473399061784435,-0.18615674280338995,0.3457551250990884,0.058275026096554314
-0.07007922592406454,-0.020971723459285288,0.16556414828577373,0.3171368440884244,-0.28778047851177435,0.3363274328367504,0.44737831776435527,0.14030587115375256,-0.4532895875855189,-0.3518118626865498
0.8509019820546564,-0.5322553419324565,-0.2555522596126479,0.2698372553925571,-0.3725269564716845,0.31448197409244544,0.37391781408301183,0.23657970243409715,0.1867260628478991,0.0061125883982218665
-0.226774402186398,0.009778649387657974,-0.3815483338251863,0.319576049172209,0.06096308078004029,-0.42817927236964565,-0.0550965517083585,0.802303406006287,-0.2584773470445417,0.5043777004898109
0.8986527561218668,-0.5482555481964241,-0.502939235900214,-0.14281772636584072,-0.040648386322025616,-0.1312570608995309,-0.33407884377342917,0.02687390468871992,-0.00033077016518186556,-0.19003810681912875
-0.41461123034268005,0.1131891258598912,-0.30367021867082017,-0.1884770958214505,-0.07424479209847462,0.6768660189606897,-0.41580379510727605,0.047141279458559227,0.1720537643013875,0.2960405529654676
-0.39881030539841533,0.014162910571606171,-0.0831320735889574,-0.40241565317664907,-0.4459112979457348,-0.25886244788942536,0.16597221795419861,-0.05559458556101496,0.1053147202108266,0.10309061035037528
-0.22337413222774613,-0.027711105611562318,-0.42533117946301063,-0.3928312992602624,0.1431074033013547,-0.11136817146909263,-0.16598237513622432,0.12052904989091338,-0.1689668150956273,-0.45275953728685514
1.5725045375529914,1.0923631621283068,-0.07944485442270463,0.48737609365026263,-0.12056695160607113,0.30392691442995723,0.46603820161919657,-0.04307044743335798,0.1749759817113791,-0.17280959907893925
-0.29167340211248793,0.0038520256939481804,0.08270732056213369,0.3599837561581568,-0.20951182390134443,0.30911221989714416,0.4958041600181819,0.05501266115854999,-0.18599103666190478,-0.4480468132725948
0.8986527561218668,-0.5482555481964241,-0.502939235900214,-0.14281772636584072,-0.040648386322025616,-0.1312570608995309,-0.33407884377342917,0.02687390468871992,-0.00033077016518186556,-0.19003810681912875
